"id","clip","stimulus","trustworthy","wealthy","kind","intelligent","honest","educated","humorous","confident"
105,"guangdong_clip5","","2","3","4","2","3","2","3","2"
105,"guangdong_clip7","","4","4","4","4","4","4","4","2"
105,"sichuan_clip1","","3","3","4","3","3","4","4","4"
105,"sichuan_clip2","","4","3","4","4","4","4","4","4"
105,"sichuan_clip3","","3","3","4","3","4","3","4","4"
105,"sichuan_clip5","","3","3","2","3","3","4","2","3"
105,"sichuan_clip7","","3","3","3","4","3","4","4","4"
105,"singapore_clip1","","4","3","5","4","4","4","4","4"
105,"singapore_clip2","","4","3","4","4","4","4","4","4"
105,"singapore_clip3","","4","3","4","4","4","4","4","4"
105,"singapore_clip5","","4","3","4","4","4","4","4","4"
105,"singapore_clip7","","4","3","4","3","4","4","3","4"
105,"standard_clip1","","4","3","4","4","4","4","4","4"
105,"standard_clip2","","4","3","4","4","3","4","4","4"
105,"standard_clip3","","5","3","4","5","4","5","3","5"
105,"standard_clip5","","4","3","4","4","3","4","2","4"
105,"standard_clip7","","4","3","4","4","3","4","2","4"
105,"taiwan_clip1","","4","3","4","4","3","4","3","4"
105,"taiwan_clip2","","2","3","4","3","2","3","2","2"
105,"taiwan_clip3","","4","3","4","4","4","4","4","4"
105,"taiwan_clip5","","4","3","4","4","4","4","4","4"
105,"taiwan_clip7","","4","3","4","4","4","4","4","4"
105,"tianjin_clip1","","3","2","4","4","3","3","3","3"
105,"tianjin_clip2","","3","3","4","4","3","3","4","4"
105,"tianjin_clip3","","3","3","4","3","4","3","3","4"
105,"tianjin_clip5","","4","3","4","4","4","4","4","4"
105,"tianjin_clip7","","3","3","4","3","4","3","4","3"
117,"beijing_clip1","","5","6","4","4","5","5","4","6"
117,"beijing_clip2","","2","2","2","4","2","4","4","4"
117,"beijing_clip3","","5","4","5","5","5","6","1","6"
117,"beijing_clip4","","6","6","5","5","5","5","1","5"
117,"beijing_clip5","","4","4","4","4","2","4","2","4"
117,"dongbei_clip1","","2","4","4","2","2","2","2","2"
117,"dongbei_clip2","","2","2","2","2","1","2","1","2"
117,"dongbei_clip3","","2","5","4","2","1","2","1","5"
117,"dongbei_clip5","","1","1","2","2","2","1","2","1"
117,"dongbei_clip7","","2","2","4","2","4","2","2","2"
117,"guangdong_clip1","","5","1","4","1","4","4","4","4"
117,"guangdong_clip2","","1","2","2","4","2","1","2","2"
117,"guangdong_clip3","","4","1","1","2","1","4","2","1"
117,"guangdong_clip5","","4","1","1","2","2","2","2","4"
117,"guangdong_clip7","","1","1","4","4","4","1","4","2"
117,"sichuan_clip1","","2","2","5","2","2","5","2","4"
117,"sichuan_clip2","","1","4","2","5","4","2","2","2"
117,"sichuan_clip3","","5","1","5","4","4","4","4","1"
117,"sichuan_clip5","","4","1","4","2","1","4","2","1"
117,"sichuan_clip7","","1","1","0","2","1","1","2","0"
117,"singapore_clip1","","1","1","1","1","1","1","1","1"
117,"singapore_clip2","","1","1","5","1","5","2","5","1"
117,"singapore_clip3","","5","4","2","2","2","4","4","4"
117,"singapore_clip5","","4","1","5","4","5","4","4","5"
117,"singapore_clip7","","4","2","2","2","4","4","2","4"
117,"standard_clip1","","2","1","2","2","2","1","4","1"
117,"standard_clip2","","4","4","4","5","4","5","4","4"
117,"standard_clip3","","6","4","5","5","5","5","2","5"
117,"standard_clip5","","2","2","5","4","5","2","4","4"
117,"standard_clip7","","4","5","4","4","4","4","2","5"
117,"taiwan_clip1","","2","2","2","4","1","2","1","2"
117,"taiwan_clip2","","2","2","1","1","5","2","2","4"
117,"taiwan_clip3","","4","3","4","2","2","5","2","2"
117,"taiwan_clip5","","4","2","2","5","2","4","2","2"
117,"taiwan_clip7","","2","2","1","2","2","2","2","2"
117,"tianjin_clip1","","5","1","4","2","4","4","1","4"
117,"tianjin_clip2","","2","1","2","2","2","2","2","2"
117,"tianjin_clip3","","4","1","1","2","2","4","2","2"
117,"tianjin_clip5","","4","1","4","2","2","4","4","4"
117,"tianjin_clip7","","5","4","5","5","5","5","1","4"
130,"beijing_clip1","","4","4","4","4","4","4","4","5"
130,"beijing_clip2","","4","3","4","4","4","4","3","4"
130,"beijing_clip3","","3","3","3","3","3","3","3","3"
130,"beijing_clip4","","4","4","4","4","4","4","4","4"
130,"beijing_clip5","","4","3","4","4","4","4","3","5"
130,"dongbei_clip1","","3","2","3","3","3","3","3","3"
130,"dongbei_clip2","","3","3","4","3","4","2","3","1"
130,"dongbei_clip3","","3","2","4","3","3","3","3","2"
130,"dongbei_clip5","","4","3","4","4","4","4","4","4"
130,"dongbei_clip7","","2","3","3","2","2","2","2","1"
130,"guangdong_clip1","","3","1","4","3","4","2","3","2"
130,"guangdong_clip2","","4","3","4","3","5","4","3","3"
130,"guangdong_clip3","","4","2","4","3","4","2","2","1"
130,"guangdong_clip5","","2","2","3","2","3","2","2","1"
130,"guangdong_clip7","","3","3","4","2","3","3","3","1"
130,"sichuan_clip1","","3","3","3","3","3","3","3","3"
130,"sichuan_clip2","","2","2","3","2","3","2","2","2"
130,"sichuan_clip3","","3","2","4","3","4","4","4","4"
130,"sichuan_clip5","","3","3","3","3","3","3","3","3"
130,"sichuan_clip7","","2","2","3","3","4","1","3","2"
130,"singapore_clip1","","2","2","3","3","3","2","3","2"
130,"singapore_clip2","","4","3","4","4","4","5","4","5"
130,"singapore_clip3","","4","4","4","4","4","4","4","4"
130,"singapore_clip5","","4","3","4","3","3","4","3","4"
130,"singapore_clip7","","4","4","4","4","4","4","4","4"
130,"standard_clip1","","4","3","4","4","4","4","3","4"
130,"standard_clip2","","4","4","4","4","4","4","4","4"
130,"standard_clip3","","3","2","3","3","3","3","3","3"
130,"standard_clip5","","4","3","4","4","4","5","4","5"
130,"standard_clip7","","4","4","4","4","4","5","2","4"
130,"taiwan_clip1","","3","3","4","3","3","3","3","2"
130,"taiwan_clip2","","4","3","4","4","4","3","3","3"
130,"taiwan_clip3","","3","3","3","3","3","3","3","2"
130,"taiwan_clip5","","4","2","3","3","3","2","3","3"
130,"taiwan_clip7","","2","2","2","3","3","2","2","2"
130,"tianjin_clip1","","3","2","4","3","3","3","3","3"
130,"tianjin_clip2","","3","3","4","3","3","3","3","3"
130,"tianjin_clip3","","4","3","4","3","4","4","3","4"
130,"tianjin_clip5","","4","3","4","3","4","4","3","4"
130,"tianjin_clip7","","2","2","2","3","2","2","3","3"
147,"beijing_clip1","","4","4","1","4","3","3","2","3"
147,"beijing_clip2","","3","3","4","4","2","4","4","5"
147,"beijing_clip3","","4","4","4","3","4","4","2","5"
147,"beijing_clip4","","3","4","3","4","4","3","3","4"
147,"beijing_clip5","","5","4","4","3","3","3","3","4"
147,"dongbei_clip1","","3","3","3","4","4","3","4","4"
147,"dongbei_clip2","","5","3","4","3","5","2","3","3"
147,"dongbei_clip3","","5","4","4","4","4","3","4","3"
147,"dongbei_clip5","","4","3","4","3","4","4","3","4"
147,"dongbei_clip7","","4","3","3","3","3","3","4","4"
147,"guangdong_clip1","","4","3","3","3","2","3","4","4"
147,"guangdong_clip2","","3","1","3","3","2","3","1","4"
147,"guangdong_clip3","","4","3","2","3","4","3","3","4"
147,"guangdong_clip5","","4","3","6","2","5","2","3","2"
147,"guangdong_clip7","","4","4","4","3","3","4","3","4"
147,"sichuan_clip1","","4","3","3","3","4","3","4","4"
147,"sichuan_clip2","","4","3","4","4","4","4","4","4"
147,"sichuan_clip3","","4","4","4","3","4","3","5","4"
147,"sichuan_clip5","","4","4","3","3","3","3","4","2"
147,"sichuan_clip7","","4","3","4","4","4","2","4","5"
147,"singapore_clip1","","4","4","3","3","4","3","3","4"
147,"singapore_clip2","","4","3","3","3","4","3","2","5"
147,"singapore_clip3","","4","3","4","3","4","4","3","3"
147,"singapore_clip5","","5","4","3","4","4","4","4","4"
147,"singapore_clip7","","5","3","4","3","3","2","4","4"
147,"standard_clip1","","5","4","4","3","4","4","3","4"
147,"standard_clip2","","5","4","2","4","4","4","3","5"
147,"standard_clip3","","5","3","5","5","4","3","4","4"
147,"standard_clip5","","4","4","4","2","4","3","3","3"
147,"standard_clip7","","4","3","4","4","3","4","3","3"
147,"taiwan_clip1","","4","2","4","4","2","3","2","4"
147,"taiwan_clip2","","4","4","5","4","4","4","3","3"
147,"taiwan_clip3","","5","4","3","4","3","3","2","3"
147,"taiwan_clip5","","4","4","3","4","4","4","4","3"
147,"taiwan_clip7","","4","3","4","1","3","4","3","4"
147,"tianjin_clip1","","4","3","4","4","3","3","4","4"
147,"tianjin_clip2","","4","3","4","4","4","4","3","4"
147,"tianjin_clip3","","4","4","4","2","4","3","4","3"
147,"tianjin_clip5","","4","4","4","3","3","4","3","3"
147,"tianjin_clip7","","4","4","4","3","4","3","3","4"
153,"beijing_clip1","","4","4","4","4","4","4","3","4"
153,"beijing_clip2","","5","5","5","5","5","5","3","5"
153,"beijing_clip3","","5","4","4","4","5","4","3","5"
153,"beijing_clip4","","5","4","4","4","4","4","3","4"
153,"beijing_clip5","","5","4","4","5","5","5","3","5"
153,"dongbei_clip1","","4","3","4","3","4","3","3","4"
153,"dongbei_clip2","","4","4","4","4","4","4","3","5"
153,"dongbei_clip3","","5","4","4","5","5","5","3","5"
153,"dongbei_clip5","","4","4","4","4","4","4","3","4"
153,"dongbei_clip7","","4","4","4","5","5","5","3","4"
153,"guangdong_clip1","","4","4","4","5","4","5","3","4"
153,"guangdong_clip2","","4","4","4","4","4","4","3","4"
153,"guangdong_clip3","","4","3","5","4","5","5","3","4"
153,"guangdong_clip5","","4","3","4","4","4","4","3","3"
153,"guangdong_clip7","","5","4","5","5","5","5","3","5"
153,"sichuan_clip1","","4","3","3","3","4","3","3","4"
153,"sichuan_clip2","","3","1","3","3","3","1","3","3"
153,"sichuan_clip3","","3","3","4","3","3","4","3","4"
153,"sichuan_clip5","","4","3","4","4","4","4","3","4"
153,"sichuan_clip7","","4","3","4","4","4","4","3","4"
153,"singapore_clip1","","5","4","5","5","5","5","3","5"
153,"singapore_clip2","","5","4","5","5","5","5","3","5"
153,"singapore_clip3","","5","4","5","5","5","5","3","5"
153,"singapore_clip5","","5","4","5","5","5","5","3","5"
153,"singapore_clip7","","5","4","5","5","5","5","3","5"
153,"standard_clip1","","5","4","4","5","5","4","3","5"
153,"standard_clip2","","5","5","4","5","5","5","3","5"
153,"standard_clip3","","5","4","5","4","5","5","3","5"
153,"standard_clip5","","4","4","4","5","4","5","3","4"
153,"standard_clip7","","4","5","4","5","4","5","3","5"
153,"taiwan_clip1","","4","4","4","5","4","4","3","5"
153,"taiwan_clip2","","4","4","4","4","4","5","3","5"
153,"taiwan_clip3","","5","5","4","5","5","5","3","5"
153,"taiwan_clip5","","5","4","5","5","5","5","3","5"
153,"taiwan_clip7","","4","5","4","5","4","5","2","4"
153,"tianjin_clip1","","4","5","4","5","5","5","2","4"
153,"tianjin_clip2","","5","5","4","5","5","5","3","5"
153,"tianjin_clip3","","4","4","4","4","5","5","3","4"
153,"tianjin_clip5","","4","3","4","4","3","3","3","4"
153,"tianjin_clip7","","3","5","3","5","4","5","2","5"
16,"beijing_clip1","","4","3","3","4","3","4","3","5"
16,"beijing_clip2","","3","4","3","3","3","4","4","5"
16,"beijing_clip3","","3","3","3","3","3","3","4","5"
16,"beijing_clip4","","4","4","3","4","4","3","4","5"
16,"beijing_clip5","","4","3","3","4","4","3","4","5"
16,"dongbei_clip1","","3","3","3","2","3","3","3","2"
16,"dongbei_clip2","","3","3","4","3","3","4","3","3"
16,"dongbei_clip3","","5","2","3","4","5","3","2","4"
16,"dongbei_clip5","","4","4","3","4","3","3","5","5"
16,"dongbei_clip7","","3","3","3","3","3","3","4","4"
16,"guangdong_clip1","","4","4","3","2","4","3","3","4"
16,"guangdong_clip2","","3","3","3","3","3","3","3","3"
16,"guangdong_clip3","","4","3","4","3","4","4","2","2"
16,"guangdong_clip5","","4","3","3","2","4","3","5","3"
16,"guangdong_clip7","","4","3","3","2","4","3","3","3"
16,"sichuan_clip1","","3","3","3","3","3","3","4","4"
16,"sichuan_clip2","","3","3","3","2","3","3","4","3"
16,"sichuan_clip3","","3","2","3","2","3","2","3","3"
16,"sichuan_clip5","","3","3","3","3","3","3","4","4"
16,"sichuan_clip7","","3","3","3","3","3","3","3","4"
16,"singapore_clip1","","4","3","4","4","4","4","3","3"
16,"singapore_clip2","","4","4","4","4","4","4","3","3"
16,"singapore_clip3","","4","4","5","4","4","4","4","4"
16,"singapore_clip5","","4","4","4","4","4","4","3","3"
16,"singapore_clip7","","4","3","3","4","4","4","3","3"
16,"standard_clip1","","4","5","5","5","4","4","3","5"
16,"standard_clip2","","4","3","3","4","3","3","3","3"
16,"standard_clip3","","4","3","3","3","4","3","4","5"
16,"standard_clip5","","4","3","3","5","4","4","4","5"
16,"standard_clip7","","4","3","3","4","4","4","3","5"
16,"taiwan_clip1","","3","3","4","3","3","3","4","3"
16,"taiwan_clip2","","4","4","4","4","4","5","3","3"
16,"taiwan_clip3","","4","4","4","4","4","4","3","5"
16,"taiwan_clip5","","4","3","3","4","4","4","2","3"
16,"taiwan_clip7","","4","3","3","3","3","4","1","3"
16,"tianjin_clip1","","3","3","3","3","4","3","3","4"
16,"tianjin_clip2","","3","3","3","4","3","3","4","4"
16,"tianjin_clip3","","3","3","3","3","2","3","3","4"
16,"tianjin_clip5","","3","3","3","3","3","3","5","3"
16,"tianjin_clip7","","3","3","3","3","3","3","4","4"
160,"beijing_clip1","","3","4","2","4","3","4","3","5"
160,"beijing_clip2","","3","3","3","3","3","3","3","3"
160,"beijing_clip3","","4","3","3","4","3","3","3","4"
160,"beijing_clip4","","3","3","3","3","3","3","3","3"
160,"beijing_clip5","","3","3","3","3","3","3","3","3"
160,"dongbei_clip1","","3","3","3","3","3","3","3","3"
160,"dongbei_clip2","","3","3","3","3","3","3","3","3"
160,"dongbei_clip3","","3","3","3","3","3","3","3","3"
160,"dongbei_clip5","","3","3","3","3","3","3","3","3"
160,"dongbei_clip7","","3","3","3","3","3","3","3","3"
160,"guangdong_clip1","","3","3","3","3","3","3","3","3"
160,"guangdong_clip2","","3","3","3","3","3","3","3","3"
160,"guangdong_clip3","","3","3","3","3","3","3","3","3"
160,"guangdong_clip5","","3","3","3","3","3","3","3","2"
160,"guangdong_clip7","","2","3","3","3","3","3","3","3"
160,"sichuan_clip1","","3","3","3","3","3","3","3","3"
160,"sichuan_clip2","","3","3","3","3","3","3","3","3"
160,"sichuan_clip3","","3","3","3","3","3","3","3","3"
160,"sichuan_clip5","","3","3","3","3","3","3","3","3"
160,"sichuan_clip7","","3","3","3","3","3","3","3","3"
160,"singapore_clip1","","4","3","4","3","4","3","3","3"
160,"singapore_clip2","","4","3","3","3","4","3","3","3"
160,"singapore_clip3","","4","3","3","4","3","4","3","4"
160,"singapore_clip5","","3","3","3","3","3","3","3","3"
160,"singapore_clip7","","3","3","3","3","3","3","3","3"
160,"standard_clip1","","3","3","3","3","3","3","3","3"
160,"standard_clip2","","3","3","3","3","3","3","3","3"
160,"standard_clip3","","3","3","3","3","3","3","3","3"
160,"standard_clip5","","3","3","3","3","3","3","3","3"
160,"standard_clip7","","4","3","3","4","3","3","3","3"
160,"taiwan_clip1","","3","3","3","3","3","3","3","3"
160,"taiwan_clip2","","3","3","3","4","3","4","3","4"
160,"taiwan_clip3","","3","3","3","3","3","3","3","3"
160,"taiwan_clip5","","3","3","3","3","3","3","3","3"
160,"taiwan_clip7","","3","3","3","3","3","4","3","3"
160,"tianjin_clip1","","3","3","3","3","3","3","3","3"
160,"tianjin_clip2","","3","3","3","3","3","3","3","3"
160,"tianjin_clip3","","3","3","3","3","3","3","3","3"
160,"tianjin_clip5","","3","3","3","3","3","3","3","3"
160,"tianjin_clip7","","3","3","3","3","3","3","3","3"
167,"beijing_clip1","","3","2","3","3","2","1","3","3"
167,"beijing_clip2","","4","1","3","3","5","2","2","2"
167,"beijing_clip3","","3","2","3","2","3","3","3","3"
167,"beijing_clip4","","2","1","1","1","3","3","3","3"
167,"beijing_clip5","","4","2","2","4","4","3","3","5"
167,"dongbei_clip1","","2","2","3","2","2","3","3","3"
167,"dongbei_clip2","","2","2","3","2","3","2","3","3"
167,"dongbei_clip3","","3","2","2","3","3","2","3","2"
167,"dongbei_clip5","","3","2","3","2","4","2","3","2"
167,"dongbei_clip7","","1","3","3","2","2","2","3","1"
167,"guangdong_clip1","","3","1","3","2","2","4","3","3"
167,"guangdong_clip2","","4","2","2","2","4","2","2","2"
167,"guangdong_clip3","","1","2","3","1","2","1","2","0"
167,"guangdong_clip5","","1","2","3","1","2","1","3","0"
167,"guangdong_clip7","","2","2","2","2","4","2","3","2"
167,"sichuan_clip1","","3","2","3","2","2","2","3","2"
167,"sichuan_clip2","","2","2","2","2","2","2","3","3"
167,"sichuan_clip3","","2","1","1","2","2","3","3","3"
167,"sichuan_clip5","","2","1","2","2","3","3","3","4"
167,"sichuan_clip7","","2","2","2","2","2","2","3","3"
167,"singapore_clip1","","4","2","3","4","3","3","3","3"
167,"singapore_clip2","","1","1","1","1","2","3","3","3"
167,"singapore_clip3","","2","2","3","2","4","2","2","4"
167,"singapore_clip5","","3","2","2","3","4","2","3","3"
167,"singapore_clip7","","2","2","3","2","2","3","3","3"
167,"standard_clip1","","2","2","3","3","2","2","2","4"
167,"standard_clip2","","5","3","2","4","4","4","3","5"
167,"standard_clip3","","2","2","2","2","2","3","3","3"
167,"standard_clip5","","4","3","4","3","4","4","3","5"
167,"standard_clip7","","4","3","3","4","3","2","3","3"
167,"taiwan_clip1","","2","2","3","2","3","2","3","3"
167,"taiwan_clip2","","4","2","2","2","4","2","3","4"
167,"taiwan_clip3","","2","2","2","3","4","3","3","2"
167,"taiwan_clip5","","4","2","3","3","3","2","2","2"
167,"taiwan_clip7","","2","2","3","2","3","3","2","3"
167,"tianjin_clip1","","2","1","3","1","1","3","3","3"
167,"tianjin_clip2","","3","2","2","3","1","3","3","2"
167,"tianjin_clip3","","2","2","3","2","3","2","3","2"
167,"tianjin_clip5","","2","2","2","3","3","2","3","3"
167,"tianjin_clip7","","2","2","3","3","2","2","3","3"
17,"beijing_clip1","","4","3","4","4","4","4","3","4"
17,"beijing_clip2","","3","3","3","3","4","4","3","4"
17,"beijing_clip3","","3","3","4","3","4","4","3","4"
17,"beijing_clip4","","3","3","3","3","4","4","3","4"
17,"beijing_clip5","","3","3","3","4","4","4","3","5"
17,"dongbei_clip1","","3","3","3","3","4","3","2","2"
17,"dongbei_clip2","","3","3","3","3","4","3","2","4"
17,"dongbei_clip3","","3","2","3","3","4","3","2","2"
17,"dongbei_clip5","","3","3","3","3","4","3","2","4"
17,"dongbei_clip7","","3","3","4","3","4","3","2","2"
17,"guangdong_clip1","","3","3","3","3","4","3","2","2"
17,"guangdong_clip2","","3","3","3","3","3","3","2","1"
17,"guangdong_clip3","","3","3","3","3","4","2","2","2"
17,"guangdong_clip5","","3","3","3","3","4","3","2","2"
17,"guangdong_clip7","","3","3","3","3","4","3","2","2"
17,"sichuan_clip1","","3","3","3","3","4","3","2","2"
17,"sichuan_clip2","","3","3","4","3","4","3","3","3"
17,"sichuan_clip3","","3","3","4","3","4","2","2","3"
17,"sichuan_clip5","","2","3","3","3","3","3","2","1"
17,"sichuan_clip7","","3","3","3","3","3","3","2","3"
17,"singapore_clip1","","3","3","4","3","4","3","3","3"
17,"singapore_clip2","","3","3","4","3","4","3","3","3"
17,"singapore_clip3","","4","3","4","3","4","3","3","3"
17,"singapore_clip5","","3","3","3","3","4","3","2","3"
17,"singapore_clip7","","3","3","3","3","4","3","3","3"
17,"standard_clip1","","3","3","3","4","4","4","3","4"
17,"standard_clip2","","4","3","4","4","4","4","3","5"
17,"standard_clip3","","3","3","4","3","4","4","3","4"
17,"standard_clip5","","3","3","4","4","4","4","4","4"
17,"standard_clip7","","4","3","4","4","4","4","3","4"
17,"taiwan_clip1","","3","3","3","3","3","3","2","2"
17,"taiwan_clip2","","3","3","3","3","4","4","2","4"
17,"taiwan_clip3","","3","3","3","3","3","3","1","3"
17,"taiwan_clip5","","3","3","3","3","3","3","1","2"
17,"taiwan_clip7","","3","3","3","3","3","3","1","2"
17,"tianjin_clip1","","3","2","3","3","4","2","3","3"
17,"tianjin_clip2","","3","3","3","3","4","4","3","4"
17,"tianjin_clip3","","3","2","3","3","4","3","2","3"
17,"tianjin_clip5","","3","3","3","3","4","3","2","3"
17,"tianjin_clip7","","4","3","4","3","4","4","3","3"
175,"beijing_clip1","","4","5","2","4","5","3","2","5"
175,"beijing_clip2","","4","5","3","4","4","4","3","5"
175,"beijing_clip3","","4","4","3","4","2","4","2","5"
175,"beijing_clip4","","4","5","4","5","5","3","3","5"
175,"beijing_clip5","","5","5","4","5","5","3","3","5"
175,"dongbei_clip1","","3","3","3","4","4","3","2","4"
175,"dongbei_clip2","","3","3","2","3","4","3","3","2"
175,"dongbei_clip3","","2","5","2","3","4","3","2","4"
175,"dongbei_clip5","","2","4","2","3","4","3","2","4"
175,"dongbei_clip7","","4","2","3","4","4","3","3","3"
175,"guangdong_clip1","","4","3","3","3","5","3","2","2"
175,"guangdong_clip2","","2","3","2","3","4","2","2","3"
175,"guangdong_clip3","","3","3","2","3","4","3","1","2"
175,"guangdong_clip5","","3","2","2","3","1","3","1","2"
175,"guangdong_clip7","","3","3","2","3","4","3","1","3"
175,"sichuan_clip1","","4","3","3","4","4","3","4","4"
175,"sichuan_clip2","","4","3","4","3","4","3","4","3"
175,"sichuan_clip3","","4","3","4","4","4","3","3","4"
175,"sichuan_clip5","","3","2","2","4","4","3","2","4"
175,"sichuan_clip7","","2","3","2","3","4","3","1","4"
175,"singapore_clip1","","4","3","4","3","4","3","3","4"
175,"singapore_clip2","","4","3","3","3","5","3","3","5"
175,"singapore_clip3","","4","2","3","3","4","3","4","4"
175,"singapore_clip5","","4","3","4","4","4","3","4","4"
175,"singapore_clip7","","4","3","4","4","4","4","4","4"
175,"standard_clip1","","4","5","4","5","5","4","2","5"
175,"standard_clip2","","5","5","5","5","5","4","3","5"
175,"standard_clip3","","4","5","4","3","4","4","4","5"
175,"standard_clip5","","4","5","4","4","5","3","3","5"
175,"standard_clip7","","4","5","3","5","4","4","2","5"
175,"taiwan_clip1","","3","2","2","4","4","3","2","4"
175,"taiwan_clip2","","3","3","3","3","4","3","2","4"
175,"taiwan_clip3","","4","2","2","3","2","3","1","4"
175,"taiwan_clip5","","3","4","2","3","2","2","2","4"
175,"taiwan_clip7","","3","3","2","3","4","3","2","3"
175,"tianjin_clip1","","4","4","2","4","4","3","2","4"
175,"tianjin_clip2","","4","3","4","4","5","3","4","5"
175,"tianjin_clip3","","4","5","4","5","4","3","4","5"
175,"tianjin_clip5","","3","4","2","3","4","3","2","5"
175,"tianjin_clip7","","4","5","4","5","5","3","3","5"
178,"beijing_clip1","","4","4","4","4","4","4","4","5"
178,"beijing_clip2","","5","3","4","5","5","4","4","5"
178,"beijing_clip3","","4","4","3","4","4","4","4","5"
178,"beijing_clip4","","4","4","4","5","4","4","3","5"
178,"beijing_clip5","","4","4","4","4","4","4","4","4"
178,"dongbei_clip1","","3","3","3","3","3","3","2","2"
178,"dongbei_clip2","","2","2","3","3","2","3","1","1"
178,"dongbei_clip3","","2","2","3","3","3","3","2","2"
178,"dongbei_clip5","","3","3","3","4","3","4","3","4"
178,"dongbei_clip7","","2","3","3","3","3","3","2","3"
178,"guangdong_clip1","","2","3","3","3","3","3","2","2"
178,"guangdong_clip2","","2","2","3","3","3","3","2","3"
178,"guangdong_clip3","","3","3","3","3","3","3","2","2"
178,"guangdong_clip5","","1","3","3","3","1","3","1","1"
178,"guangdong_clip7","","4","2","4","3","4","3","1","2"
178,"sichuan_clip1","","5","3","3","4","4","3","3","3"
178,"sichuan_clip2","","4","3","3","3","4","3","4","4"
178,"sichuan_clip3","","4","3","3","3","4","3","4","4"
178,"sichuan_clip5","","4","3","3","3","4","3","3","4"
178,"sichuan_clip7","","3","3","3","3","3","3","3","4"
178,"singapore_clip1","","4","3","4","3","4","3","3","3"
178,"singapore_clip2","","3","3","3","3","4","3","3","2"
178,"singapore_clip3","","4","4","3","3","4","3","3","3"
178,"singapore_clip5","","3","3","3","3","3","3","3","3"
178,"singapore_clip7","","3","3","3","3","3","3","3","3"
178,"standard_clip1","","4","4","4","4","4","4","3","6"
178,"standard_clip2","","4","3","3","4","4","3","3","5"
178,"standard_clip3","","4","4","3","5","4","4","3","6"
178,"standard_clip5","","4","4","3","4","4","4","3","5"
178,"standard_clip7","","4","4","4","5","4","5","3","5"
178,"taiwan_clip1","","3","3","3","3","3","3","3","3"
