"id","clip","stimulus","trustworthy","wealthy","kind","intelligent","honest","educated","humorous","confident"
100,"taiwan_clip3","","3","4","2","4","3","4","4","4"
100,"taiwan_clip5","","4","4","3","4","4","4","2","5"
100,"taiwan_clip7","","4","3","3","3","4","4","1","3"
100,"tianjin_clip1","","4","2","4","2","4","2","2","4"
100,"tianjin_clip2","","4","3","5","4","4","3","5","4"
100,"tianjin_clip3","","4","2","4","2","4","2","4","3"
100,"tianjin_clip5","","4","2","3","3","4","3","4","3"
100,"tianjin_clip7","","4","2","4","3","4","4","4","4"
103,"attention_check_agree","","6","6","6","6","6","6","6","6"
103,"attention_check_disagree","","0","0","0","0","0","0","0","0"
103,"attention_check_neutral","","3","3","3","3","3","3","3","3"
103,"beijing_clip1","","3","3","3","3","3","3","3","4"
103,"beijing_clip2","","3","3","3","3","3","3","3","3"
103,"beijing_clip3","","3","3","3","3","3","4","3","4"
103,"beijing_clip4","","4","3","3","4","3","3","3","5"
103,"beijing_clip5","","3","4","3","4","3","4","3","4"
103,"dongbei_clip1","","3","3","3","3","3","3","3","3"
103,"dongbei_clip2","","3","3","3","3","3","3","3","2"
103,"dongbei_clip3","","3","3","3","3","3","3","3","2"
103,"dongbei_clip5","","3","3","3","3","3","3","3","3"
103,"dongbei_clip7","","3","3","3","3","3","3","3","3"
103,"guangdong_clip1","","3","3","3","2","3","2","3","2"
103,"guangdong_clip2","","3","3","3","3","3","3","3","1"
103,"guangdong_clip3","","2","3","3","3","3","3","3","2"
103,"guangdong_clip5","","2","3","3","3","3","3","3","2"
103,"guangdong_clip7","","3","3","3","3","3","3","3","2"
103,"sichuan_clip1","","3","3","3","3","3","3","3","3"
103,"sichuan_clip2","","3","3","3","3","3","3","3","3"
103,"sichuan_clip3","","3","3","3","3","3","3","3","3"
103,"sichuan_clip5","","3","3","3","3","3","3","3","3"
103,"sichuan_clip7","","3","3","3","3","3","3","3","3"
103,"singapore_clip1","","3","3","3","3","3","3","3","2"
103,"singapore_clip2","","3","3","3","3","3","3","3","3"
103,"singapore_clip3","","3","3","3","3","3","3","3","2"
103,"singapore_clip5","","3","3","3","3","3","3","3","4"
103,"singapore_clip7","","3","3","3","3","3","3","3","3"
103,"standard_clip1","","3","3","3","4","3","5","3","4"
103,"standard_clip2","","3","3","3","3","3","3","3","4"
103,"standard_clip3","","3","3","3","3","3","3","3","3"
103,"standard_clip5","","3","3","3","3","3","4","3","5"
103,"standard_clip7","","3","3","3","3","3","3","3","4"
103,"taiwan_clip1","","3","3","3","3","3","3","3","2"
103,"taiwan_clip2","","3","3","3","3","3","3","3","3"
103,"taiwan_clip3","","3","3","3","3","3","3","3","2"
103,"taiwan_clip5","","3","3","3","3","3","3","3","3"
103,"taiwan_clip7","","2","3","3","3","3","3","3","3"
103,"tianjin_clip1","","3","3","3","3","3","3","3","3"
103,"tianjin_clip2","","3","3","3","3","3","3","3","3"
103,"tianjin_clip3","","3","3","3","3","3","3","3","3"
103,"tianjin_clip5","","3","3","3","3","3","3","3","3"
103,"tianjin_clip7","","3","3","3","3","3","4","3","4"
105,"attention_check_agree","","6","6","6","6","6","6","6","6"
105,"attention_check_disagree","","0","0","0","0","0","0","0","0"
105,"attention_check_neutral","","3","3","3","3","3","3","3","3"
105,"beijing_clip1","","4","4","4","4","4","4","4","4"
105,"beijing_clip2","","4","3","3","4","4","4","3","4"
105,"beijing_clip3","","4","3","4","4","4","4","4","4"
105,"beijing_clip4","","3","3","4","4","3","4","3","4"
105,"beijing_clip5","","3","3","4","4","4","4","3","4"
105,"dongbei_clip1","","3","3","4","4","4","4","4","4"
105,"dongbei_clip2","","4","3","4","4","4","4","4","4"
105,"dongbei_clip3","","4","3","4","4","4","4","4","4"
105,"dongbei_clip5","","4","3","4","4","4","4","2","2"
105,"dongbei_clip7","","3","3","2","4","3","4","4","4"
105,"guangdong_clip1","","4","3","4","4","4","4","3","4"
105,"guangdong_clip2","","3","3","3","3","3","3","2","2"
105,"guangdong_clip3","","4","3","4","2","4","2","4","2"
105,"guangdong_clip5","","2","3","4","2","3","2","3","2"
105,"guangdong_clip7","","4","4","4","4","4","4","4","2"
105,"sichuan_clip1","","3","3","4","3","3","4","4","4"
105,"sichuan_clip2","","4","3","4","4","4","4","4","4"
105,"sichuan_clip3","","3","3","4","3","4","3","4","4"
105,"sichuan_clip5","","3","3","2","3","3","4","2","3"
105,"sichuan_clip7","","3","3","3","4","3","4","4","4"
105,"singapore_clip1","","4","3","5","4","4","4","4","4"
105,"singapore_clip2","","4","3","4","4","4","4","4","4"
105,"singapore_clip3","","4","3","4","4","4","4","4","4"
105,"singapore_clip5","","4","3","4","4","4","4","4","4"
105,"singapore_clip7","","4","3","4","3","4","4","3","4"
105,"standard_clip1","","4","3","4","4","4","4","4","4"
105,"standard_clip2","","4","3","4","4","3","4","4","4"
105,"standard_clip3","","5","3","4","5","4","5","3","5"
105,"standard_clip5","","4","3","4","4","3","4","2","4"
105,"standard_clip7","","4","3","4","4","3","4","2","4"
105,"taiwan_clip1","","4","3","4","4","3","4","3","4"
105,"taiwan_clip2","","2","3","4","3","2","3","2","2"
105,"taiwan_clip3","","4","3","4","4","4","4","4","4"
105,"taiwan_clip5","","4","3","4","4","4","4","4","4"
105,"taiwan_clip7","","4","3","4","4","4","4","4","4"
105,"tianjin_clip1","","3","2","4","4","3","3","3","3"
105,"tianjin_clip2","","3","3","4","4","3","3","4","4"
105,"tianjin_clip3","","3","3","4","3","4","3","3","4"
105,"tianjin_clip5","","4","3","4","4","4","4","4","4"
105,"tianjin_clip7","","3","3","4","3","4","3","4","3"
114,"attention_check_agree","","6","6","6","6","6","6","6","6"
114,"attention_check_disagree","","0","0","0","0","0","0","0","0"
114,"attention_check_neutral","","4","3","4","4","4","4","3","4"
114,"beijing_clip1","","3","3","3","4","3","4","4","4"
114,"beijing_clip2","","3","4","3","4","3","4","3","4"
114,"beijing_clip3","","3","2","4","4","3","4","4","4"
114,"beijing_clip4","","3","4","3","4","3","4","4","4"
114,"beijing_clip5","","3","3","3","4","3","4","4","4"
114,"dongbei_clip1","","4","2","3","3","4","4","3","3"
114,"dongbei_clip2","","3","2","3","4","3","4","2","3"
114,"dongbei_clip3","","3","3","3","3","3","4","3","3"
114,"dongbei_clip5","","2","4","3","4","2","4","3","4"
114,"dongbei_clip7","","4","2","4","3","4","2","3","3"
114,"guangdong_clip1","","3","2","3","3","4","3","3","3"
114,"guangdong_clip2","","4","3","4","3","4","3","3","2"
114,"guangdong_clip3","","4","3","3","3","4","3","3","3"
114,"guangdong_clip5","","3","3","3","4","4","4","3","2"
114,"guangdong_clip7","","3","2","3","3","3","3","3","3"
114,"sichuan_clip1","","4","2","4","3","4","2","3","3"
114,"sichuan_clip2","","4","2","4","3","4","2","3","3"
114,"sichuan_clip3","","4","2","4","2","4","2","3","3"
114,"sichuan_clip5","","4","2","4","3","4","2","3","3"
114,"sichuan_clip7","","4","2","4","3","4","2","3","3"
114,"singapore_clip1","","3","3","3","4","3","4","3","4"
114,"singapore_clip2","","3","3","3","3","3","3","3","3"
114,"singapore_clip3","","3","3","3","3","3","3","3","3"
114,"singapore_clip5","","3","3","3","3","3","3","3","3"
114,"singapore_clip7","","4","3","3","3","4","4","3","4"
114,"standard_clip1","","3","3","3","3","3","3","4","4"
114,"standard_clip2","","3","4","3","4","3","4","3","4"
114,"standard_clip3","","3","2","3","3","3","4","3","4"
114,"standard_clip5","","3","4","3","4","3","4","4","4"
114,"standard_clip7","","3","4","3","4","3","4","4","4"
114,"taiwan_clip1","","4","3","3","4","4","4","3","4"
114,"taiwan_clip2","","4","3","4","4","3","4","4","4"
114,"taiwan_clip3","","4","3","3","4","4","4","4","4"
114,"taiwan_clip5","","3","3","3","4","3","4","4","4"
114,"taiwan_clip7","","4","4","3","4","3","4","3","4"
114,"tianjin_clip1","","4","2","3","3","4","3","4","4"
114,"tianjin_clip2","","4","2","4","3","4","2","4","4"
114,"tianjin_clip3","","3","2","3","3","4","2","4","4"
114,"tianjin_clip5","","3","2","4","3","3","2","4","4"
114,"tianjin_clip7","","3","3","4","4","3","4","4","4"
117,"attention_check_agree","","6","6","6","6","6","6","6","6"
117,"attention_check_disagree","","0","0","0","0","0","0","0","0"
117,"attention_check_neutral","","3","3","3","3","3","3","3","3"
117,"beijing_clip1","","5","6","4","4","5","5","4","6"
117,"beijing_clip2","","2","2","2","4","2","4","4","4"
117,"beijing_clip3","","5","4","5","5","5","6","1","6"
117,"beijing_clip4","","6","6","5","5","5","5","1","5"
117,"beijing_clip5","","4","4","4","4","2","4","2","4"
117,"dongbei_clip1","","2","4","4","2","2","2","2","2"
117,"dongbei_clip2","","2","2","2","2","1","2","1","2"
117,"dongbei_clip3","","2","5","4","2","1","2","1","5"
117,"dongbei_clip5","","1","1","2","2","2","1","2","1"
117,"dongbei_clip7","","2","2","4","2","4","2","2","2"
117,"guangdong_clip1","","5","1","4","1","4","4","4","4"
117,"guangdong_clip2","","1","2","2","4","2","1","2","2"
117,"guangdong_clip3","","4","1","1","2","1","4","2","1"
117,"guangdong_clip5","","4","1","1","2","2","2","2","4"
117,"guangdong_clip7","","1","1","4","4","4","1","4","2"
117,"sichuan_clip1","","2","2","5","2","2","5","2","4"
117,"sichuan_clip2","","1","4","2","5","4","2","2","2"
117,"sichuan_clip3","","5","1","5","4","4","4","4","1"
117,"sichuan_clip5","","4","1","4","2","1","4","2","1"
117,"sichuan_clip7","","1","1","0","2","1","1","2","0"
117,"singapore_clip1","","1","1","1","1","1","1","1","1"
117,"singapore_clip2","","1","1","5","1","5","2","5","1"
117,"singapore_clip3","","5","4","2","2","2","4","4","4"
117,"singapore_clip5","","4","1","5","4","5","4","4","5"
117,"singapore_clip7","","4","2","2","2","4","4","2","4"
117,"standard_clip1","","2","1","2","2","2","1","4","1"
117,"standard_clip2","","4","4","4","5","4","5","4","4"
117,"standard_clip3","","6","4","5","5","5","5","2","5"
117,"standard_clip5","","2","2","5","4","5","2","4","4"
117,"standard_clip7","","4","5","4","4","4","4","2","5"
117,"taiwan_clip1","","2","2","2","4","1","2","1","2"
117,"taiwan_clip2","","2","2","1","1","5","2","2","4"
117,"taiwan_clip3","","4","3","4","2","2","5","2","2"
117,"taiwan_clip5","","4","2","2","5","2","4","2","2"
117,"taiwan_clip7","","2","2","1","2","2","2","2","2"
117,"tianjin_clip1","","5","1","4","2","4","4","1","4"
117,"tianjin_clip2","","2","1","2","2","2","2","2","2"
117,"tianjin_clip3","","4","1","1","2","2","4","2","2"
117,"tianjin_clip5","","4","1","4","2","2","4","4","4"
117,"tianjin_clip7","","5","4","5","5","5","5","1","4"
125,"attention_check_agree","","4","2","3","2","4","3","3","3"
125,"attention_check_disagree","","3","3","4","3","3","4","4","4"
125,"attention_check_neutral","","3","3","3","3","3","3","3","3"
125,"beijing_clip1","","4","2","3","2","4","3","3","3"
125,"beijing_clip2","","4","2","3","2","4","3","3","3"
125,"beijing_clip3","","2","4","3","4","2","3","3","3"
125,"beijing_clip4","","4","2","3","2","4","3","3","3"
125,"beijing_clip5","","6","6","5","4","4","5","3","5"
125,"dongbei_clip1","","4","2","3","2","4","3","3","3"
125,"dongbei_clip2","","3","1","2","5","3","4","4","2"
125,"dongbei_clip3","","3","4","3","3","2","4","2","4"
125,"dongbei_clip5","","4","2","3","2","4","3","3","3"
125,"dongbei_clip7","","3","4","3","3","3","3","3","3"
125,"guangdong_clip1","","4","2","3","2","4","3","3","3"
125,"guangdong_clip2","","4","2","3","2","4","3","3","3"
125,"guangdong_clip3","","3","3","2","1","1","2","0","2"
125,"guangdong_clip5","","3","5","4","5","3","4","4","4"
125,"guangdong_clip7","","3","2","3","3","4","2","3","4"
125,"sichuan_clip1","","3","3","4","5","5","4","6","4"
125,"sichuan_clip2","","4","4","3","2","2","3","1","3"
125,"sichuan_clip3","","4","2","3","2","4","3","3","3"
125,"sichuan_clip5","","4","2","3","2","4","3","3","3"
125,"sichuan_clip7","","2","4","3","4","2","3","3","3"
125,"singapore_clip1","","3","3","4","5","5","4","6","4"
125,"singapore_clip2","","2","2","3","2","2","3","3","3"
125,"singapore_clip3","","4","2","3","2","4","3","3","3"
125,"singapore_clip5","","6","6","5","4","4","5","3","5"
125,"singapore_clip7","","0","0","1","2","2","1","3","1"
125,"standard_clip1","","4","2","3","2","4","3","3","3"
125,"standard_clip2","","2","4","3","4","2","3","3","3"
125,"standard_clip3","","2","1","2","2","3","1","3","3"
125,"standard_clip5","","2","4","3","4","2","3","3","3"
125,"standard_clip7","","3","3","2","3","3","2","2","2"
125,"taiwan_clip1","","4","2","3","2","4","3","3","3"
125,"taiwan_clip2","","0","0","1","2","2","1","3","1"
125,"taiwan_clip3","","4","2","3","2","4","3","3","3"
125,"taiwan_clip5","","4","2","3","2","4","3","3","3"
125,"taiwan_clip7","","4","2","3","2","4","3","3","3"
125,"tianjin_clip1","","6","6","5","4","4","5","3","5"
125,"tianjin_clip2","","3","5","4","5","3","4","4","4"
125,"tianjin_clip3","","4","2","3","2","4","3","3","3"
125,"tianjin_clip5","","3","3","2","1","1","2","0","2"
125,"tianjin_clip7","","4","2","3","2","4","3","3","3"
130,"attention_check_agree","","6","6","6","6","6","6","6","6"
130,"attention_check_disagree","","0","0","0","0","0","0","0","0"
130,"attention_check_neutral","","3","3","3","3","3","3","3","3"
130,"beijing_clip1","","4","4","4","4","4","4","4","5"
130,"beijing_clip2","","4","3","4","4","4","4","3","4"
130,"beijing_clip3","","3","3","3","3","3","3","3","3"
130,"beijing_clip4","","4","4","4","4","4","4","4","4"
130,"beijing_clip5","","4","3","4","4","4","4","3","5"
130,"dongbei_clip1","","3","2","3","3","3","3","3","3"
130,"dongbei_clip2","","3","3","4","3","4","2","3","1"
130,"dongbei_clip3","","3","2","4","3","3","3","3","2"
130,"dongbei_clip5","","4","3","4","4","4","4","4","4"
130,"dongbei_clip7","","2","3","3","2","2","2","2","1"
130,"guangdong_clip1","","3","1","4","3","4","2","3","2"
130,"guangdong_clip2","","4","3","4","3","5","4","3","3"
130,"guangdong_clip3","","4","2","4","3","4","2","2","1"
130,"guangdong_clip5","","2","2","3","2","3","2","2","1"
130,"guangdong_clip7","","3","3","4","2","3","3","3","1"
130,"sichuan_clip1","","3","3","3","3","3","3","3","3"
130,"sichuan_clip2","","2","2","3","2","3","2","2","2"
130,"sichuan_clip3","","3","2","4","3","4","4","4","4"
130,"sichuan_clip5","","3","3","3","3","3","3","3","3"
130,"sichuan_clip7","","2","2","3","3","4","1","3","2"
130,"singapore_clip1","","2","2","3","3","3","2","3","2"
130,"singapore_clip2","","4","3","4","4","4","5","4","5"
130,"singapore_clip3","","4","4","4","4","4","4","4","4"
130,"singapore_clip5","","4","3","4","3","3","4","3","4"
130,"singapore_clip7","","4","4","4","4","4","4","4","4"
130,"standard_clip1","","4","3","4","4","4","4","3","4"
130,"standard_clip2","","4","4","4","4","4","4","4","4"
130,"standard_clip3","","3","2","3","3","3","3","3","3"
130,"standard_clip5","","4","3","4","4","4","5","4","5"
130,"standard_clip7","","4","4","4","4","4","5","2","4"
130,"taiwan_clip1","","3","3","4","3","3","3","3","2"
130,"taiwan_clip2","","4","3","4","4","4","3","3","3"
130,"taiwan_clip3","","3","3","3","3","3","3","3","2"
130,"taiwan_clip5","","4","2","3","3","3","2","3","3"
130,"taiwan_clip7","","2","2","2","3","3","2","2","2"
130,"tianjin_clip1","","3","2","4","3","3","3","3","3"
130,"tianjin_clip2","","3","3","4","3","3","3","3","3"
130,"tianjin_clip3","","4","3","4","3","4","4","3","4"
130,"tianjin_clip5","","4","3","4","3","4","4","3","4"
130,"tianjin_clip7","","2","2","2","3","2","2","3","3"
147,"attention_check_agree","","6","6","6","6","6","6","6","6"
147,"attention_check_disagree","","0","0","0","0","0","0","0","0"
147,"attention_check_neutral","","3","3","3","3","3","3","3","3"
147,"beijing_clip1","","4","4","1","4","3","3","2","3"
147,"beijing_clip2","","3","3","4","4","2","4","4","5"
147,"beijing_clip3","","4","4","4","3","4","4","2","5"
147,"beijing_clip4","","3","4","3","4","4","3","3","4"
147,"beijing_clip5","","5","4","4","3","3","3","3","4"
147,"dongbei_clip1","","3","3","3","4","4","3","4","4"
147,"dongbei_clip2","","5","3","4","3","5","2","3","3"
147,"dongbei_clip3","","5","4","4","4","4","3","4","3"
147,"dongbei_clip5","","4","3","4","3","4","4","3","4"
147,"dongbei_clip7","","4","3","3","3","3","3","4","4"
147,"guangdong_clip1","","4","3","3","3","2","3","4","4"
147,"guangdong_clip2","","3","1","3","3","2","3","1","4"
147,"guangdong_clip3","","4","3","2","3","4","3","3","4"
147,"guangdong_clip5","","4","3","6","2","5","2","3","2"
147,"guangdong_clip7","","4","4","4","3","3","4","3","4"
147,"sichuan_clip1","","4","3","3","3","4","3","4","4"
147,"sichuan_clip2","","4","3","4","4","4","4","4","4"
147,"sichuan_clip3","","4","4","4","3","4","3","5","4"
147,"sichuan_clip5","","4","4","3","3","3","3","4","2"
147,"sichuan_clip7","","4","3","4","4","4","2","4","5"
147,"singapore_clip1","","4","4","3","3","4","3","3","4"
147,"singapore_clip2","","4","3","3","3","4","3","2","5"
147,"singapore_clip3","","4","3","4","3","4","4","3","3"
147,"singapore_clip5","","5","4","3","4","4","4","4","4"
147,"singapore_clip7","","5","3","4","3","3","2","4","4"
147,"standard_clip1","","5","4","4","3","4","4","3","4"
147,"standard_clip2","","5","4","2","4","4","4","3","5"
147,"standard_clip3","","5","3","5","5","4","3","4","4"
147,"standard_clip5","","4","4","4","2","4","3","3","3"
147,"standard_clip7","","4","3","4","4","3","4","3","3"
147,"taiwan_clip1","","4","2","4","4","2","3","2","4"
147,"taiwan_clip2","","4","4","5","4","4","4","3","3"
147,"taiwan_clip3","","5","4","3","4","3","3","2","3"
147,"taiwan_clip5","","4","4","3","4","4","4","4","3"
147,"taiwan_clip7","","4","3","4","1","3","4","3","4"
147,"tianjin_clip1","","4","3","4","4","3","3","4","4"
147,"tianjin_clip2","","4","3","4","4","4","4","3","4"
147,"tianjin_clip3","","4","4","4","2","4","3","4","3"
147,"tianjin_clip5","","4","4","4","3","3","4","3","3"
147,"tianjin_clip7","","4","4","4","3","4","3","3","4"
153,"attention_check_agree","","6","6","6","6","6","6","6","6"
153,"attention_check_disagree","","0","0","0","0","0","0","0","0"
153,"attention_check_neutral","","3","3","3","3","3","3","3","3"
153,"beijing_clip1","","4","4","4","4","4","4","3","4"
153,"beijing_clip2","","5","5","5","5","5","5","3","5"
153,"beijing_clip3","","5","4","4","4","5","4","3","5"
153,"beijing_clip4","","5","4","4","4","4","4","3","4"
153,"beijing_clip5","","5","4","4","5","5","5","3","5"
153,"dongbei_clip1","","4","3","4","3","4","3","3","4"
153,"dongbei_clip2","","4","4","4","4","4","4","3","5"
153,"dongbei_clip3","","5","4","4","5","5","5","3","5"
153,"dongbei_clip5","","4","4","4","4","4","4","3","4"
153,"dongbei_clip7","","4","4","4","5","5","5","3","4"
153,"guangdong_clip1","","4","4","4","5","4","5","3","4"
153,"guangdong_clip2","","4","4","4","4","4","4","3","4"
153,"guangdong_clip3","","4","3","5","4","5","5","3","4"
153,"guangdong_clip5","","4","3","4","4","4","4","3","3"
153,"guangdong_clip7","","5","4","5","5","5","5","3","5"
153,"sichuan_clip1","","4","3","3","3","4","3","3","4"
153,"sichuan_clip2","","3","1","3","3","3","1","3","3"
153,"sichuan_clip3","","3","3","4","3","3","4","3","4"
153,"sichuan_clip5","","4","3","4","4","4","4","3","4"
153,"sichuan_clip7","","4","3","4","4","4","4","3","4"
153,"singapore_clip1","","5","4","5","5","5","5","3","5"
153,"singapore_clip2","","5","4","5","5","5","5","3","5"
153,"singapore_clip3","","5","4","5","5","5","5","3","5"
153,"singapore_clip5","","5","4","5","5","5","5","3","5"
153,"singapore_clip7","","5","4","5","5","5","5","3","5"
153,"standard_clip1","","5","4","4","5","5","4","3","5"
153,"standard_clip2","","5","5","4","5","5","5","3","5"
153,"standard_clip3","","5","4","5","4","5","5","3","5"
153,"standard_clip5","","4","4","4","5","4","5","3","4"
153,"standard_clip7","","4","5","4","5","4","5","3","5"
153,"taiwan_clip1","","4","4","4","5","4","4","3","5"
153,"taiwan_clip2","","4","4","4","4","4","5","3","5"
153,"taiwan_clip3","","5","5","4","5","5","5","3","5"
153,"taiwan_clip5","","5","4","5","5","5","5","3","5"
153,"taiwan_clip7","","4","5","4","5","4","5","2","4"
153,"tianjin_clip1","","4","5","4","5","5","5","2","4"
153,"tianjin_clip2","","5","5","4","5","5","5","3","5"
153,"tianjin_clip3","","4","4","4","4","5","5","3","4"
153,"tianjin_clip5","","4","3","4","4","3","3","3","4"
153,"tianjin_clip7","","3","5","3","5","4","5","2","5"
16,"attention_check_agree","","6","6","6","6","6","6","6","6"
16,"attention_check_disagree","","0","0","0","0","0","0","0","0"
16,"attention_check_neutral","","3","3","3","3","3","3","3","3"
16,"beijing_clip1","","4","3","3","4","3","4","3","5"
16,"beijing_clip2","","3","4","3","3","3","4","4","5"
16,"beijing_clip3","","3","3","3","3","3","3","4","5"
16,"beijing_clip4","","4","4","3","4","4","3","4","5"
16,"beijing_clip5","","4","3","3","4","4","3","4","5"
16,"dongbei_clip1","","3","3","3","2","3","3","3","2"
16,"dongbei_clip2","","3","3","4","3","3","4","3","3"
16,"dongbei_clip3","","5","2","3","4","5","3","2","4"
16,"dongbei_clip5","","4","4","3","4","3","3","5","5"
16,"dongbei_clip7","","3","3","3","3","3","3","4","4"
16,"guangdong_clip1","","4","4","3","2","4","3","3","4"
16,"guangdong_clip2","","3","3","3","3","3","3","3","3"
16,"guangdong_clip3","","4","3","4","3","4","4","2","2"
16,"guangdong_clip5","","4","3","3","2","4","3","5","3"
16,"guangdong_clip7","","4","3","3","2","4","3","3","3"
16,"sichuan_clip1","","3","3","3","3","3","3","4","4"
16,"sichuan_clip2","","3","3","3","2","3","3","4","3"
16,"sichuan_clip3","","3","2","3","2","3","2","3","3"
16,"sichuan_clip5","","3","3","3","3","3","3","4","4"
16,"sichuan_clip7","","3","3","3","3","3","3","3","4"
16,"singapore_clip1","","4","3","4","4","4","4","3","3"
16,"singapore_clip2","","4","4","4","4","4","4","3","3"
16,"singapore_clip3","","4","4","5","4","4","4","4","4"
16,"singapore_clip5","","4","4","4","4","4","4","3","3"
16,"singapore_clip7","","4","3","3","4","4","4","3","3"
16,"standard_clip1","","4","5","5","5","4","4","3","5"
16,"standard_clip2","","4","3","3","4","3","3","3","3"
16,"standard_clip3","","4","3","3","3","4","3","4","5"
16,"standard_clip5","","4","3","3","5","4","4","4","5"
16,"standard_clip7","","4","3","3","4","4","4","3","5"
16,"taiwan_clip1","","3","3","4","3","3","3","4","3"
16,"taiwan_clip2","","4","4","4","4","4","5","3","3"
16,"taiwan_clip3","","4","4","4","4","4","4","3","5"
16,"taiwan_clip5","","4","3","3","4","4","4","2","3"
16,"taiwan_clip7","","4","3","3","3","3","4","1","3"
16,"tianjin_clip1","","3","3","3","3","4","3","3","4"
16,"tianjin_clip2","","3","3","3","4","3","3","4","4"
16,"tianjin_clip3","","3","3","3","3","2","3","3","4"
16,"tianjin_clip5","","3","3","3","3","3","3","5","3"
16,"tianjin_clip7","","3","3","3","3","3","3","4","4"
160,"attention_check_agree","","6","6","6","6","6","6","6","6"
160,"attention_check_disagree","","0","0","0","0","0","0","0","0"
160,"attention_check_neutral","","3","3","3","3","3","3","3","3"
160,"beijing_clip1","","3","4","2","4","3","4","3","5"
160,"beijing_clip2","","3","3","3","3","3","3","3","3"
160,"beijing_clip3","","4","3","3","4","3","3","3","4"
160,"beijing_clip4","","3","3","3","3","3","3","3","3"
160,"beijing_clip5","","3","3","3","3","3","3","3","3"
160,"dongbei_clip1","","3","3","3","3","3","3","3","3"
160,"dongbei_clip2","","3","3","3","3","3","3","3","3"
160,"dongbei_clip3","","3","3","3","3","3","3","3","3"
160,"dongbei_clip5","","3","3","3","3","3","3","3","3"
160,"dongbei_clip7","","3","3","3","3","3","3","3","3"
160,"guangdong_clip1","","3","3","3","3","3","3","3","3"
160,"guangdong_clip2","","3","3","3","3","3","3","3","3"
160,"guangdong_clip3","","3","3","3","3","3","3","3","3"
160,"guangdong_clip5","","3","3","3","3","3","3","3","2"
160,"guangdong_clip7","","2","3","3","3","3","3","3","3"
160,"sichuan_clip1","","3","3","3","3","3","3","3","3"
160,"sichuan_clip2","","3","3","3","3","3","3","3","3"
160,"sichuan_clip3","","3","3","3","3","3","3","3","3"
160,"sichuan_clip5","","3","3","3","3","3","3","3","3"
160,"sichuan_clip7","","3","3","3","3","3","3","3","3"
160,"singapore_clip1","","4","3","4","3","4","3","3","3"
160,"singapore_clip2","","4","3","3","3","4","3","3","3"
160,"singapore_clip3","","4","3","3","4","3","4","3","4"
160,"singapore_clip5","","3","3","3","3","3","3","3","3"
160,"singapore_clip7","","3","3","3","3","3","3","3","3"
160,"standard_clip1","","3","3","3","3","3","3","3","3"
160,"standard_clip2","","3","3","3","3","3","3","3","3"
160,"standard_clip3","","3","3","3","3","3","3","3","3"
160,"standard_clip5","","3","3","3","3","3","3","3","3"
160,"standard_clip7","","4","3","3","4","3","3","3","3"
160,"taiwan_clip1","","3","3","3","3","3","3","3","3"
160,"taiwan_clip2","","3","3","3","4","3","4","3","4"
160,"taiwan_clip3","","3","3","3","3","3","3","3","3"
160,"taiwan_clip5","","3","3","3","3","3","3","3","3"
160,"taiwan_clip7","","3","3","3","3","3","4","3","3"
160,"tianjin_clip1","","3","3","3","3","3","3","3","3"
160,"tianjin_clip2","","3","3","3","3","3","3","3","3"
160,"tianjin_clip3","","3","3","3","3","3","3","3","3"
